WorkType,Variable,SetIndex,Run,ExecutionTime(s),UsedHeap(MB),nTerms,nUpdates,Probability,BestSize,Tasks,Reduced,OriginMin,OriginMax
1_nTasks,20,2,4,11529.999000,623.100000,2,100,0.000400,0.00001805000000000000,T11;T13,8;1129,4;769,8;1283
1_nTasks,20,2,5,11431.536000,760.600000,1,100,0.000400,0.00001950000000000000,T11;T13,8;1158,4;769,8;1283
1_nTasks,20,2,6,11774.431000,635.600000,1,100,0.000100,0.00001680000000000000,T11;T13,8;1104,4;769,8;1283
1_nTasks,20,2,7,11742.923000,748.200000,1,100,0.000800,0.00002030000000000000,T11;T13,8;1174,4;769,8;1283
1_nTasks,20,2,8,11773.673000,624.100000,2,100,0.000400,0.00001930000000000000,T11;T13,8;1154,4;769,8;1283
1_nTasks,20,2,9,11759.260000,716.500000,1,100,0.000500,0.00001585000000000000,T11;T13,8;1085,4;769,8;1283
1_nTasks,20,2,10,11704.683000,634.900000,1,100,0.000900,0.00001750000000000000,T11;T13,8;1118,4;769,8;1283
1_nTasks,20,3,1,12111.413000,709.900000,2,100,0.001100,0.00000144000000000000,T5;T6,98;7,63;4,105;8
1_nTasks,20,3,2,11948.295000,711.400000,2,100,0.000100,0.00000086000000000000,T5;T6,105;5,63;4,105;8
1_nTasks,20,3,3,12028.877000,765.500000,2,100,0.000300,0.00000148000000000000,T5;T6,99;7,63;4,105;8
1_nTasks,20,3,4,12237.466000,744.400000,2,100,0.000100,0.00000117000000000000,T5;T6,101;6,63;4,105;8
1_nTasks,20,3,5,12160.638000,671.800000,2,100,0.000200,0.00000086000000000000,T5;T6,105;5,63;4,105;8
1_nTasks,20,3,6,12547.602000,754.800000,2,100,0.000900,0.00000129000000000000,T5;T6,105;6,63;4,105;8
1_nTasks,20,3,7,12336.438000,758.700000,2,100,0.000600,0.00000129000000000000,T5;T6,105;6,63;4,105;8
1_nTasks,20,3,8,12311.746000,758.600000,2,100,0.000200,0.00000172000000000000,T5;T6,105;7,63;4,105;8
1_nTasks,20,3,9,12762.030000,733.300000,2,100,0.000600,0.00000129000000000000,T5;T6,105;6,63;4,105;8
1_nTasks,20,3,10,12234.623000,746.600000,2,100,0.000200,0.00000129000000000000,T5;T6,105;6,63;4,105;8
1_nTasks,20,4,1,12014.418000,625.800000,2,100,0.000200,0.00000160000000000000,T10;T18,129;8,90;5,152;9
1_nTasks,20,4,2,12088.200000,639.100000,2,100,0.004300,0.00000189000000000000,T10;T18,152;7,90;5,152;9
1_nTasks,20,4,3,12183.696000,626.800000,2,100,0.000300,0.00000164000000000000,T10;T18,130;8,90;5,152;9
1_nTasks,20,4,4,12110.604000,630.000000,2,100,0.000500,0.00000144000000000000,T10;T18,125;8,90;5,152;9
1_nTasks,20,4,5,12157.017000,638.400000,2,100,0.000200,0.00000128000000000000,T10;T18,121;8,90;5,152;9
1_nTasks,20,4,6,11917.783000,627.200000,2,100,0.000600,0.00000180000000000000,T10;T18,134;8,90;5,152;9
1_nTasks,20,4,7,12267.895000,629.100000,2,100,0.001200,0.00000189000000000000,T10;T18,152;7,90;5,152;9
1_nTasks,20,4,8,11643.416000,618.400000,2,100,0.001000,0.00000164000000000000,T10;T18,130;8,90;5,152;9
1_nTasks,20,4,9,11740.816000,618.100000,2,100,0.000300,0.00000168000000000000,T10;T18,131;8,90;5,152;9
1_nTasks,20,4,10,11660.539000,638.200000,2,100,0.000300,0.00000168000000000000,T10;T18,131;8,90;5,152;9
1_nTasks,20,5,1,11838.246000,638.200000,2,100,0.008300,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,2,11863.599000,639.400000,2,100,0.005800,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,3,12085.766000,639.600000,2,100,0.069000,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,4,12127.247000,640.800000,2,100,0.005300,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,5,12079.263000,638.000000,2,100,0.028400,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,6,11927.150000,637.700000,2,100,0.074000,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,7,11928.292000,639.900000,2,100,0.015600,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,8,11907.597000,639.800000,2,100,0.006600,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,9,11806.763000,638.800000,2,100,0.009100,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,5,10,11828.164000,638.000000,2,100,0.054400,0.00000001000000000000,T5;T16,3;140,3;140,7;234
1_nTasks,20,6,1,11426.392000,637.500000,1,100,0.013100,0.00000019000000000000,T1;T16,146;43,146;25,244;43
1_nTasks,20,6,2,11421.139000,634.700000,1,100,0.015800,0.00000019000000000000,T1;T16,146;43,146;25,244;43
1_nTasks,20,6,3,11145.589000,638.000000,1,100,0.015000,0.00000019000000000000,T1;T16,146;43,146;25,244;43
1_nTasks,20,6,4,11122.695000,638.000000,1,100,0.058100,0.00000019000000000000,T1;T16,146;43,146;25,244;43
1_nTasks,20,6,5,11352.449000,639.900000,2,100,0.007400,0.00000001000000000000,T1;T16,146;25,146;25,244;43
1_nTasks,20,6,6,11761.930000,638.200000,1,100,0.012500,0.00000019000000000000,T1;T16,146;43,146;25,244;43
1_nTasks,20,6,7,11860.483000,640.700000,2,100,0.020200,0.00000018000000000000,T1;T16,146;42,146;25,244;43
1_nTasks,20,6,8,11797.342000,634.300000,1,100,0.034900,0.00000019000000000000,T1;T16,146;43,146;25,244;43
1_nTasks,20,6,9,11831.032000,638.500000,1,100,0.011100,0.00000019000000000000,T1;T16,146;43,146;25,244;43
1_nTasks,20,6,10,11910.939000,639.800000,2,100,0.013800,0.00000001000000000000,T1;T16,146;25,146;25,244;43
1_nTasks,20,7,1,11910.646000,750.900000,2,100,0.001200,0.00000020000000000000,T8;T9,28;26,24;23,40;39
1_nTasks,20,7,2,12013.117000,759.200000,2,100,0.001100,0.00000002000000000000,T8;T9,25;23,24;23,40;39
1_nTasks,20,7,3,10914.200000,764.700000,2,100,0.002400,0.00000006000000000000,T8;T9,26;24,24;23,40;39
1_nTasks,20,7,4,10877.884000,750.800000,2,100,0.000300,0.00000002000000000000,T8;T9,25;23,24;23,40;39
1_nTasks,20,7,5,10615.379000,1047.000000,2,100,0.000700,0.00000001000000000000,T8;T9,24;23,24;23,40;39
1_nTasks,20,7,6,12214.162000,691.500000,2,100,0.000200,0.00000004000000000000,T8;T9,25;24,24;23,40;39
1_nTasks,20,7,7,12221.379000,754.500000,2,100,0.000400,0.00000001000000000000,T8;T9,24;23,24;23,40;39
1_nTasks,20,7,8,11956.415000,691.700000,2,100,0.002300,0.00000015000000000000,T8;T9,28;25,24;23,40;39
1_nTasks,20,7,9,11897.307000,757.800000,2,100,0.001300,0.00000016000000000000,T8;T9,27;26,24;23,40;39
1_nTasks,20,7,10,11667.998000,764.200000,2,100,0.002400,0.00000003000000000000,T8;T9,26;23,24;23,40;39
1_nTasks,20,8,1,12167.521000,637.600000,2,100,0.000900,0.00000036000000000000,T15;T16,12;21,9;13,15;23
1_nTasks,20,8,2,12062.822000,730.900000,2,100,0.000500,0.00000040000000000000,T15;T16,12;22,9;13,15;23
1_nTasks,20,8,3,10873.807000,735.900000,2,100,0.001400,0.00000030000000000000,T15;T16,11;22,9;13,15;23
1_nTasks,20,8,4,10828.643000,651.500000,2,100,0.001400,0.00000030000000000000,T15;T16,11;22,9;13,15;23
1_nTasks,20,8,5,10837.144000,640.000000,2,100,0.000500,0.00000020000000000000,T15;T16,10;22,9;13,15;23
1_nTasks,20,8,6,11948.656000,714.500000,2,100,0.000700,0.00000020000000000000,T15;T16,10;22,9;13,15;23
1_nTasks,20,8,7,11863.821000,639.300000,2,100,0.000300,0.00000030000000000000,T15;T16,11;22,9;13,15;23
1_nTasks,20,8,8,11622.375000,656.900000,2,100,0.002700,0.00000040000000000000,T15;T16,12;22,9;13,15;23
1_nTasks,20,8,9,11572.566000,782.800000,2,100,0.000200,0.00000001000000000000,T15;T16,9;13,9;13,15;23
1_nTasks,20,8,10,11325.333000,944.600000,2,100,0.000400,0.00000030000000000000,T15;T16,11;22,9;13,15;23
1_nTasks,20,9,1,12024.458000,627.700000,2,100,0.003300,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,2,11984.836000,744.500000,2,100,0.061100,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,3,10748.026000,754.700000,2,100,0.070900,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,4,10535.410000,950.000000,2,100,0.004800,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,5,10171.708000,888.300000,2,100,0.060500,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,6,11300.141000,631.800000,2,100,0.007800,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,7,11337.292000,632.800000,2,100,0.008500,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,8,11240.322000,635.800000,2,100,0.014700,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,9,11584.411000,763.200000,2,100,0.001600,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,20,9,10,11334.326000,748.100000,2,100,0.165600,0.00000001000000000000,T1;T8,19;18,19;18,33;30
1_nTasks,25,0,1,14583.206000,745.900000,2,100,0.004400,0.00000025000000000000,T12;T14,1;69,1;45,3;77
1_nTasks,25,0,2,14616.111000,763.000000,2,100,0.001400,0.00000062000000000000,T12;T14,2;75,1;45,3;77
1_nTasks,25,0,3,12331.284000,1212.800000,2,100,0.000700,0.00000032000000000000,T12;T14,1;76,1;45,3;77
1_nTasks,25,0,4,12321.919000,764.000000,2,100,0.001000,0.00000001000000000000,T12;T14,1;45,1;45,3;77
1_nTasks,25,0,5,12417.275000,758.800000,2,100,0.000600,0.00000016000000000000,T12;T14,1;60,1;45,3;77
1_nTasks,25,0,6,12797.931000,763.000000,2,100,0.000500,0.00000006000000000000,T12;T14,1;50,1;45,3;77
1_nTasks,25,0,7,12819.674000,762.500000,2,100,0.000800,0.00000001000000000000,T12;T14,1;45,1;45,3;77
1_nTasks,25,0,8,12809.056000,881.800000,2,100,0.000400,0.00000031000000000000,T12;T14,1;75,1;45,3;77
1_nTasks,25,0,9,12859.294000,750.500000,2,100,0.000100,0.00000032000000000000,T12;T14,1;76,1;45,3;77
1_nTasks,25,0,10,12810.033000,878.200000,2,100,0.000500,0.00000001000000000000,T12;T14,1;45,1;45,3;77
1_nTasks,25,1,1,14587.834000,753.000000,2,100,0.152500,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,2,14603.736000,881.300000,2,100,0.016500,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,3,12251.410000,878.300000,2,100,0.149300,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,4,12184.601000,904.600000,2,100,0.201900,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,5,12174.100000,747.500000,2,100,0.043600,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,6,12839.712000,761.500000,2,100,0.176900,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,7,12824.396000,915.500000,2,100,0.096100,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,8,12794.168000,837.000000,2,100,0.131900,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,9,12806.409000,758.600000,2,100,0.082900,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,1,10,12894.245000,877.600000,2,100,0.104000,0.00000001000000000000,T6;T7,10;38,10;38,18;64
1_nTasks,25,2,1,14565.121000,744.600000,2,100,0.000500,0.00000026000000000000,T5;T16,29;6,17;5,29;9
1_nTasks,25,2,2,14683.169000,753.600000,2,100,0.000500,0.00000039000000000000,T5;T16,29;7,17;5,29;9
1_nTasks,25,2,3,12170.320000,768.700000,1,100,0.000100,0.00000039000000000000,T5;T16,29;7,17;5,29;9
1_nTasks,25,2,4,12197.469000,761.200000,2,100,0.000400,0.00000008000000000000,T5;T16,24;5,17;5,29;9
1_nTasks,25,2,5,12203.998000,764.200000,2,100,0.000400,0.00000001000000000000,T5;T16,17;5,17;5,29;9
1_nTasks,25,2,6,12614.532000,743.200000,1,100,0.000200,0.00000013000000000000,T5;T16,29;5,17;5,29;9
1_nTasks,25,2,7,12839.117000,762.300000,2,100,0.000200,0.00000039000000000000,T5;T16,29;7,17;5,29;9
1_nTasks,25,2,8,12997.617000,795.600000,2,100,0.000700,0.00000039000000000000,T5;T16,29;7,17;5,29;9
1_nTasks,25,2,9,12643.804000,763.000000,2,100,0.000600,0.00000013000000000000,T5;T16,29;5,17;5,29;9
1_nTasks,25,2,10,12631.885000,758.400000,2,100,0.000200,0.00000026000000000000,T5;T16,29;6,17;5,29;9
1_nTasks,25,3,1,14626.331000,751.600000,1,100,0.005200,0.00000009000000000000,T11;T12,3;26,1;24,3;40
1_nTasks,25,3,2,14604.366000,761.900000,1,100,0.000800,0.00000003000000000000,T11;T12,3;24,1;24,3;40
1_nTasks,25,3,3,12134.527000,875.600000,1,100,0.002700,0.00000003000000000000,T11;T12,3;24,1;24,3;40
1_nTasks,25,3,4,12115.432000,758.900000,1,100,0.004200,0.00000006000000000000,T11;T12,3;25,1;24,3;40
1_nTasks,25,3,5,12089.543000,752.600000,1,100,0.003700,0.00000003000000000000,T11;T12,3;24,1;24,3;40
1_nTasks,25,3,6,12589.546000,760.100000,1,100,0.008500,0.00000003000000000000,T11;T12,3;24,1;24,3;40
1_nTasks,25,3,7,12618.955000,759.100000,1,100,0.007500,0.00000009000000000000,T11;T12,3;26,1;24,3;40
1_nTasks,25,3,8,12594.662000,760.500000,1,100,0.001400,0.00000003000000000000,T11;T12,3;24,1;24,3;40
1_nTasks,25,3,9,12649.287000,751.000000,1,100,0.003100,0.00000003000000000000,T11;T12,3;24,1;24,3;40
1_nTasks,25,3,10,12596.651000,762.200000,1,100,0.003800,0.00000003000000000000,T11;T12,3;24,1;24,3;40
1_nTasks,25,4,1,16649.876000,720.300000,2,100,0.002000,0.00000280000000000000,T3;T15,379;3,240;2,402;4
1_nTasks,25,4,2,16177.283000,761.100000,2,100,0.000200,0.00000238000000000000,T3;T15,358;3,240;2,402;4
1_nTasks,25,4,3,12259.828000,763.200000,2,100,0.000700,0.00000163000000000000,T3;T15,402;2,240;2,402;4
1_nTasks,25,4,4,12468.537000,762.800000,2,100,0.000100,0.00000178000000000000,T3;T15,328;3,240;2,402;4
1_nTasks,25,4,5,12749.284000,758.600000,2,100,0.000400,0.00000172000000000000,T3;T15,325;3,240;2,402;4
1_nTasks,25,4,6,12851.020000,743.700000,2,100,0.000200,0.00000184000000000000,T3;T15,331;3,240;2,402;4
1_nTasks,25,4,7,12870.409000,874.900000,2,100,0.000200,0.00000216000000000000,T3;T15,347;3,240;2,402;4
1_nTasks,25,4,8,12789.402000,771.800000,2,100,0.000300,0.00000001000000000000,T3;T15,240;2,240;2,402;4
1_nTasks,25,4,9,12872.981000,759.700000,2,100,0.000400,0.00000312000000000000,T3;T15,395;3,240;2,402;4
1_nTasks,25,4,10,12798.789000,855.700000,2,100,0.000100,0.00000234000000000000,T3;T15,356;3,240;2,402;4
1_nTasks,25,5,1,16207.749000,761.400000,2,100,0.000300,0.00000412000000000000,T19;T22,2;514,1;309,3;515
1_nTasks,25,5,2,12450.176000,909.900000,2,100,0.000300,0.00000369000000000000,T19;T22,3;431,1;309,3;515
1_nTasks,25,5,3,13003.835000,908.600000,2,100,0.001400,0.00000001000000000000,T19;T22,1;309,1;309,3;515
1_nTasks,25,5,4,12493.759000,759.600000,2,100,0.000200,0.00000304000000000000,T19;T22,2;460,1;309,3;515
1_nTasks,25,5,5,12628.962000,897.900000,2,100,0.000200,0.00000206000000000000,T19;T22,1;514,1;309,3;515
1_nTasks,25,5,6,12698.168000,906.800000,2,100,0.000200,0.00000412000000000000,T19;T22,2;514,1;309,3;515
1_nTasks,25,5,7,12552.550000,898.800000,2,100,0.000200,0.00000322000000000000,T19;T22,2;469,1;309,3;515
1_nTasks,25,5,8,12639.307000,867.400000,2,100,0.000100,0.00000206000000000000,T19;T22,1;514,1;309,3;515
1_nTasks,25,5,9,12309.335000,1068.200000,2,100,0.000700,0.00000459000000000000,T19;T22,3;461,1;309,3;515
1_nTasks,25,5,10,11601.859000,1286.500000,2,100,0.000500,0.00000001000000000000,T19;T22,1;309,1;309,3;515
1_nTasks,25,6,1,12486.126000,912.400000,2,100,0.000400,0.00000090000000000000,T2;T24,3;96,1;67,3;113
1_nTasks,25,6,2,12512.073000,853.700000,2,100,0.000200,0.00000012000000000000,T2;T24,1;78,1;67,3;113
1_nTasks,25,6,3,8550.809000,1049.400000,2,100,0.002200,0.00000078000000000000,T2;T24,3;92,1;67,3;113
1_nTasks,25,6,4,8415.832000,1070.000000,1,100,0.000400,0.00000033000000000000,T2;T24,3;77,1;67,3;113
1_nTasks,25,6,5,8233.616000,1096.800000,1,100,0.000700,0.00000060000000000000,T2;T24,3;86,1;67,3;113
1_nTasks,25,6,6,12724.378000,867.400000,1,100,0.000600,0.00000081000000000000,T2;T24,3;93,1;67,3;113
1_nTasks,25,6,7,12659.943000,827.700000,2,100,0.000400,0.00000051000000000000,T2;T24,3;83,1;67,3;113
1_nTasks,25,6,8,12488.128000,1043.000000,2,100,0.000500,0.00000063000000000000,T2;T24,3;87,1;67,3;113
1_nTasks,25,6,9,12428.760000,900.300000,1,100,0.000800,0.00000057000000000000,T2;T24,3;85,1;67,3;113
1_nTasks,25,6,10,12661.254000,886.800000,2,100,0.000200,0.00000020000000000000,T2;T24,2;76,1;67,3;113
1_nTasks,25,7,1,12461.393000,762.900000,2,100,0.000200,0.00000032000000000000,T5;T20,48;3,33;2,55;4
1_nTasks,25,7,2,12632.519000,797.800000,2,100,0.000300,0.00000036000000000000,T5;T20,50;3,33;2,55;4
1_nTasks,25,7,3,10955.648000,799.700000,2,100,0.000200,0.00000022000000000000,T5;T20,43;3,33;2,55;4
1_nTasks,25,7,4,11125.329000,804.600000,2,100,0.000700,0.00000034000000000000,T5;T20,49;3,33;2,55;4
1_nTasks,25,7,5,10924.402000,887.500000,2,100,0.000600,0.00000001000000000000,T5;T20,33;2,33;2,55;4
1_nTasks,25,7,6,12555.629000,765.100000,2,100,0.000900,0.00000034000000000000,T5;T20,49;3,33;2,55;4
1_nTasks,25,7,7,12677.830000,761.000000,2,100,0.000400,0.00000036000000000000,T5;T20,50;3,33;2,55;4
1_nTasks,25,7,8,12697.563000,829.200000,2,100,0.001200,0.00000028000000000000,T5;T20,46;3,33;2,55;4
1_nTasks,25,7,9,12436.752000,1116.400000,2,100,0.000200,0.00000024000000000000,T5;T20,44;3,33;2,55;4
1_nTasks,25,7,10,12673.576000,759.000000,2,100,0.000200,0.00000032000000000000,T5;T20,48;3,33;2,55;4
1_nTasks,25,8,1,12829.609000,750.400000,1,100,0.004600,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,2,12792.776000,762.100000,1,100,0.014500,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,3,10901.737000,750.700000,1,100,0.007600,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,4,10918.518000,817.300000,1,100,0.003900,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,5,10909.820000,761.500000,1,100,0.008800,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,6,11825.750000,761.000000,1,100,0.004100,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,7,11775.120000,762.400000,1,100,0.006700,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,8,12113.115000,752.600000,2,100,0.006100,0.00000001000000000000,T6;T14,140;12,140;12,234;20
1_nTasks,25,8,9,11987.694000,761.500000,1,100,0.007500,0.00000095000000000000,T6;T14,234;12,140;12,234;20
1_nTasks,25,8,10,12175.243000,780.500000,2,100,0.002900,0.00000003000000000000,T6;T14,142;12,140;12,234;20
1_nTasks,25,9,1,12868.047000,911.500000,1,100,0.005800,0.00000081000000000000,T12;T15,106;19,98;11,164;19
1_nTasks,25,9,2,9391.342000,913.600000,1,100,0.002900,0.00000054000000000000,T12;T15,103;19,98;11,164;19
1_nTasks,25,9,3,10511.206000,1234.300000,1,100,0.005600,0.00000018000000000000,T12;T15,99;19,98;11,164;19
1_nTasks,25,9,4,9671.930000,1355.900000,1,100,0.007600,0.00000009000000000000,T12;T15,98;19,98;11,164;19
1_nTasks,25,9,5,10211.024000,1245.200000,1,100,0.006800,0.00000063000000000000,T12;T15,104;19,98;11,164;19
1_nTasks,25,9,6,12336.767000,876.200000,1,100,0.009900,0.00000009000000000000,T12;T15,98;19,98;11,164;19
1_nTasks,25,9,7,12451.810000,908.700000,1,100,0.008400,0.00000081000000000000,T12;T15,106;19,98;11,164;19
1_nTasks,25,9,8,12451.334000,871.000000,1,100,0.005800,0.00000036000000000000,T12;T15,101;19,98;11,164;19
1_nTasks,25,9,9,12380.311000,901.100000,1,100,0.012000,0.00000045000000000000,T12;T15,102;19,98;11,164;19
1_nTasks,25,9,10,12452.104000,915.500000,1,100,0.007300,0.00000054000000000000,T12;T15,103;19,98;11,164;19
1_nTasks,30,0,1,12954.267000,761.900000,1,100,0.000400,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,0,2,13008.612000,814.400000,1,100,0.004000,0.00000020000000000000,T3;T18,10;6,6;3,10;7
1_nTasks,30,0,3,12449.322000,762.800000,1,100,0.001100,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,0,4,12438.038000,902.000000,2,100,0.000300,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,0,5,12370.190000,910.300000,2,100,0.000400,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,0,6,15062.690000,755.500000,1,100,0.001200,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,0,7,15016.238000,760.300000,1,100,0.000300,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,0,8,15097.476000,755.700000,2,100,0.113500,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,0,9,15017.152000,818.400000,1,100,0.000500,0.00000010000000000000,T3;T18,10;4,6;3,10;7
1_nTasks,30,0,10,15067.783000,741.500000,2,100,0.001000,0.00000015000000000000,T3;T18,10;5,6;3,10;7
1_nTasks,30,1,1,12581.776000,909.900000,2,100,0.000400,0.00000005000000000000,T13;T25,9;213,9;209,15;349
1_nTasks,30,1,2,12664.291000,761.600000,2,100,0.000100,0.00000049000000000000,T13;T25,15;215,9;209,15;349
1_nTasks,30,1,3,14300.518000,754.000000,2,100,0.000500,0.00000581000000000000,T13;T25,15;291,9;209,15;349
1_nTasks,30,1,4,14255.522000,764.500000,2,100,0.000500,0.00000023000000000000,T13;T25,9;231,9;209,15;349
1_nTasks,30,1,5,14606.788000,802.100000,2,100,0.000300,0.00000018000000000000,T13;T25,9;226,9;209,15;349
1_nTasks,30,1,6,12855.982000,906.400000,2,100,0.000300,0.00000198000000000000,T13;T25,14;241,9;209,15;349
1_nTasks,30,1,7,12856.516000,885.900000,2,100,0.000500,0.00000160000000000000,T13;T25,12;248,9;209,15;349
1_nTasks,30,1,8,12831.465000,912.300000,2,100,0.001700,0.00000032000000000000,T13;T25,10;224,9;209,15;349
1_nTasks,30,1,9,12816.458000,736.900000,2,100,0.000500,0.00000250000000000000,T13;T25,13;258,9;209,15;349
1_nTasks,30,1,10,12877.460000,858.500000,2,100,0.001500,0.00000017000000000000,T13;T25,9;225,9;209,15;349
1_nTasks,30,2,1,12530.272000,754.300000,2,100,0.000400,0.00000057000000000000,T2;T22,23;113,21;95,35;159
1_nTasks,30,2,2,12581.420000,763.000000,2,100,0.000600,0.00000084000000000000,T2;T22,24;115,21;95,35;159
1_nTasks,30,2,3,14748.631000,761.900000,2,100,0.002600,0.00000096000000000000,T2;T22,24;118,21;95,35;159
1_nTasks,30,2,4,14722.208000,740.800000,2,100,0.000700,0.00000144000000000000,T2;T22,26;118,21;95,35;159
1_nTasks,30,2,5,14547.928000,677.100000,2,100,0.001200,0.00000100000000000000,T2;T22,25;114,21;95,35;159
1_nTasks,30,2,6,12643.707000,756.900000,2,100,0.000900,0.00000120000000000000,T2;T22,26;114,21;95,35;159
1_nTasks,30,2,7,12603.825000,756.300000,2,100,0.000600,0.00000084000000000000,T2;T22,24;115,21;95,35;159
1_nTasks,30,2,8,12664.092000,762.600000,2,100,0.000600,0.00000120000000000000,T2;T22,25;118,21;95,35;159
1_nTasks,30,2,9,12694.806000,757.900000,2,100,0.000500,0.00000085000000000000,T2;T22,25;111,21;95,35;159
1_nTasks,30,2,10,12617.459000,761.800000,2,100,0.000400,0.00000045000000000000,T2;T22,23;109,21;95,35;159
1_nTasks,30,3,1,13187.688000,902.700000,2,100,0.000100,0.00000004000000000000,T2;T11,53;5,50;5,84;9
1_nTasks,30,3,2,13491.338000,896.500000,2,100,0.000900,0.00000060000000000000,T2;T11,64;8,50;5,84;9
1_nTasks,30,3,3,13637.380000,1275.000000,2,100,0.000600,0.00000008000000000000,T2;T11,57;5,50;5,84;9
1_nTasks,30,3,4,13635.780000,1308.100000,2,100,0.000300,0.00000012000000000000,T2;T11,53;7,50;5,84;9
1_nTasks,30,3,5,13737.727000,833.400000,2,100,0.001000,0.00000009000000000000,T2;T11,58;5,50;5,84;9
1_nTasks,30,3,6,12783.116000,888.200000,2,100,0.000300,0.00000034000000000000,T2;T11,66;6,50;5,84;9
1_nTasks,30,3,7,12789.869000,910.300000,2,100,0.000400,0.00000054000000000000,T2;T11,67;7,50;5,84;9
1_nTasks,30,3,8,12756.616000,874.800000,2,100,0.000200,0.00000010000000000000,T2;T11,54;6,50;5,84;9
1_nTasks,30,3,9,12793.334000,890.700000,2,100,0.000100,0.00000063000000000000,T2;T11,70;7,50;5,84;9
