WorkType,Variable,SetIndex,Run,ExecutionTime(s),UsedHeap(MB),nTerms,nUpdates,Probability,BestSize,Tasks,Reduced,OriginMin,OriginMax
4_ratioDuration,7,9,6,18392.512000,1406.900000,7,100,0.001600,0.00000000000000000000,T2;T10;T11;T12;T16;T20;T25,8;6;42;46;153;17;49,4;3;27;27;123;14;36,8;7;45;47;207;24;60
4_ratioDuration,7,9,7,18817.070000,1303.700000,7,100,0.000300,0.00000000000000000000,T2;T10;T11;T12;T16;T20;T25,8;6;33;47;142;15;53,4;3;27;27;123;14;36,8;7;45;47;207;24;60
4_ratioDuration,7,9,8,16192.485000,1030.400000,7,100,0.001300,0.00000000000000000000,T2;T10;T11;T12;T16;T20;T25,7;6;40;42;154;16;46,4;3;27;27;123;14;36,8;7;45;47;207;24;60
4_ratioDuration,7,9,9,16932.427000,1049.900000,7,100,0.001200,0.00000000000000000000,T2;T10;T11;T12;T16;T20;T25,8;6;40;47;149;16;56,4;3;27;27;123;14;36,8;7;45;47;207;24;60
4_ratioDuration,7,9,10,17390.078000,1026.500000,7,100,0.000300,0.00000000000000000000,T2;T10;T11;T12;T16;T20;T25,8;4;34;39;140;16;47,4;3;27;27;123;14;36,8;7;45;47;207;24;60
4_ratioDuration,8,0,1,8300.715000,1204.400000,8,100,0.001500,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;149;5;27;8;5;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,2,27349.238000,1436.700000,8,100,0.001000,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;170;5;28;8;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,3,25286.612000,1213.600000,8,100,0.000200,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;164;5;29;6;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,4,24957.306000,1225.800000,8,100,0.000800,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;150;6;24;7;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,5,25130.741000,1105.700000,8,100,0.004300,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;167;6;23;6;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,6,26919.376000,1269.000000,8,100,0.001100,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;156;5;24;7;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,7,28718.062000,1526.400000,8,100,0.001300,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;162;5;29;8;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,8,26936.702000,1223.300000,8,100,0.000400,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;164;5;26;5;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,9,17498.610000,1102.100000,7,100,0.000600,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;153;5;29;8;5;7;103,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,0,10,26722.916000,1339.500000,8,100,0.000900,0.00000000000000000000,T3;T4;T5;T10;T11;T12;T17;T23,4;159;5;23;8;4;7;102,3;123;5;18;5;3;4;61,5;205;9;30;9;5;8;103
4_ratioDuration,8,1,1,8824.795000,1501.900000,8,100,0.001600,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;12;4;14;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,2,26727.224000,1268.000000,8,100,0.014100,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;12;4;15;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,3,26838.184000,1592.700000,8,100,0.000700,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,108;13;4;14;7;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,4,24399.640000,1346.800000,8,100,0.001000,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,108;13;5;15;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,5,24060.384000,1311.800000,8,100,0.015800,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;13;5;15;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,6,23943.539000,1340.200000,8,100,0.001200,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;13;4;15;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,7,8696.410000,1464.400000,8,100,0.016800,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;13;4;15;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,8,24074.370000,1183.300000,8,100,0.001100,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;13;4;14;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,9,25039.499000,1214.900000,8,100,0.001000,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;13;5;15;5;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,1,10,24626.891000,1396.000000,8,100,0.002400,0.00000000000000000000,T9;T11;T13;T14;T17;T18;T22;T23,109;13;5;14;6;9;8;84,65;7;3;9;4;7;6;51,109;13;5;15;8;13;10;85
4_ratioDuration,8,2,1,19878.814000,1341.900000,6,100,0.001300,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;19;1;116;429;3;7;309,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,2,17195.340000,1593.800000,6,100,0.000300,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;16;1;117;412;3;7;309,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,3,9183.535000,1311.700000,6,100,0.002500,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;16;2;106;450;3;7;309,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,4,9461.588000,1458.800000,6,100,0.000800,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;17;1;111;450;3;7;296,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,5,20925.443000,1922.600000,6,100,0.000400,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;17;1;113;453;3;7;309,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,6,20291.969000,1590.200000,6,100,0.001500,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;15;1;118;479;3;7;280,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,7,22178.736000,2038.800000,6,100,0.002600,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;16;2;120;444;3;7;309,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,8,18934.247000,1800.300000,6,100,0.001100,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;14;1;142;444;3;7;309,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,9,18478.712000,1762.600000,6,100,0.001800,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;16;2;110;436;3;7;309,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,2,10,12853.470000,1626.800000,6,100,0.002100,0.00000000000000000000,T1;T5;T8;T12;T17;T19;T21;T24,4;19;1;111;472;3;7;305,2;11;1;85;321;1;3;186,4;19;3;143;537;3;7;310
4_ratioDuration,8,3,1,10142.203000,1090.900000,7,100,0.003100,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,32;3;77;3;5;158;44;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,2,19898.169000,1063.000000,7,100,0.000400,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,33;3;67;3;5;169;40;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,3,17913.229000,943.600000,7,100,0.000200,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,34;3;74;3;4;153;39;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,4,9345.612000,1102.400000,7,100,0.000400,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,31;3;76;3;4;169;40;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,5,19960.024000,1037.200000,7,100,0.000900,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,34;3;81;4;4;151;38;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,6,9809.670000,1002.500000,7,100,0.002200,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,33;3;75;3;5;148;42;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,7,15822.075000,906.700000,7,100,0.000900,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,32;3;74;3;4;156;39;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,8,15903.563000,955.500000,7,100,0.005300,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,32;3;79;3;5;156;40;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,9,17614.877000,1036.500000,7,100,0.000900,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,30;3;90;3;5;170;38;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,3,10,17233.389000,1102.700000,7,100,0.000600,0.00000000000000000000,T4;T5;T8;T12;T16;T21;T23;T24,31;3;79;3;5;164;39;14,24;1;54;3;3;102;31;9,42;3;92;5;7;170;53;15
4_ratioDuration,8,4,1,12374.793000,1358.000000,5,100,0.003400,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;3;58;228;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,2,11331.598000,1511.200000,5,100,0.004900,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;3;58;218;8;13;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,3,12270.185000,1119.400000,5,100,0.001300,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;4;57;205;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,4,11883.731000,1253.000000,5,100,0.005300,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;3;58;213;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,5,12279.337000,1103.200000,5,100,0.002900,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;4;58;208;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,6,11345.593000,1132.500000,5,100,0.002200,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;3;58;212;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,7,12965.354000,1133.900000,5,100,0.003900,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;4;58;214;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,8,13520.675000,1320.100000,5,100,0.002300,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;3;58;212;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,9,13058.990000,1141.100000,5,100,0.004200,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;4;58;211;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,4,10,13267.685000,1207.100000,5,100,0.001200,0.00000000000000000000,T1;T2;T3;T7;T12;T15;T17;T22,3;9;4;57;220;8;14;30,1;9;3;34;153;4;9;18,3;17;5;58;255;8;15;30
4_ratioDuration,8,5,1,24777.485000,1092.700000,7,100,0.001300,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,39;169;27;5;4;7;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,2,9860.686000,1223.600000,6,100,0.002500,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,37;169;27;5;4;8;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,3,14453.881000,1419.300000,6,100,0.003700,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,39;169;27;5;4;6;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,4,14429.557000,1055.200000,6,100,0.000800,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,40;169;27;5;4;7;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,5,17256.083000,1107.300000,7,100,0.004800,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,41;169;27;5;3;6;185;4,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,6,11519.512000,1000.000000,6,100,0.003500,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,41;169;26;5;4;6;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,7,18609.643000,1150.900000,6,100,0.000700,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,41;169;27;5;4;6;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,8,11437.699000,989.500000,6,100,0.005600,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,38;169;27;5;4;7;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,9,21040.861000,1170.800000,6,100,0.001200,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,38;169;27;5;4;8;173;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,5,10,11775.666000,1108.000000,6,100,0.003900,0.00000000000000000000,T1;T3;T7;T12;T13;T16;T21;T24,37;169;27;5;4;7;189;5,30;101;15;3;2;4;114;3,50;169;27;5;4;8;190;5
4_ratioDuration,8,6,1,16624.596000,1006.600000,6,100,0.000900,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;56,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,2,16806.773000,1219.400000,6,100,0.000700,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;57,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,3,14390.431000,931.200000,6,100,0.000100,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;8;14;16;56,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,4,15720.161000,1147.600000,6,100,0.000200,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;58,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,5,16886.221000,1129.900000,6,100,0.000600,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;58,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,6,15820.841000,1175.400000,6,100,0.012600,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;58,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,7,15586.168000,1087.100000,6,100,0.000700,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,152;4;4;3;9;15;17;58,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,8,15405.338000,1235.600000,6,100,0.005600,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;58,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,9,10856.574000,1492.500000,6,100,0.000300,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;56,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,6,10,12801.327000,1080.600000,6,100,0.005100,0.00000000000000000000,T1;T2;T4;T7;T12;T14;T19;T24,153;4;4;3;9;15;17;57,91;2;2;1;6;12;9;35,153;4;4;3;12;22;17;59
4_ratioDuration,8,7,1,17340.334000,1034.700000,7,100,0.006300,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,23;15;8;129;2;23;312;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,2,21791.405000,1138.700000,7,100,0.002300,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,21;17;8;129;2;22;313;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,3,18501.180000,1245.500000,7,100,0.001800,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,22;15;8;136;2;22;307;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,4,23548.778000,1228.100000,8,100,0.004100,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,23;15;7;128;2;22;312;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,5,19392.643000,1248.200000,7,100,0.000900,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,23;14;8;133;3;22;300;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,6,17679.518000,936.800000,7,100,0.000900,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,23;15;8;122;2;22;311;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,7,25725.363000,1531.600000,7,100,0.002000,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,23;15;8;138;2;22;304;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,8,9550.654000,1511.800000,7,100,0.005800,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,22;16;8;133;2;22;312;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,9,23296.125000,1224.700000,8,100,0.016300,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,23;15;7;126;2;22;312;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,7,10,28293.466000,1486.400000,8,100,0.004700,0.00000000000000000000,T1;T2;T4;T5;T8;T13;T17;T22,24;15;7;127;3;22;312;51,18;10;4;92;1;13;187;30,32;18;8;154;3;23;313;52
4_ratioDuration,8,8,1,25059.655000,1589.900000,8,100,0.000800,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,1;5;6;25;35;47;12;109,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,2,27639.280000,1801.100000,8,100,0.000400,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,1;5;6;23;31;47;11;98,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,3,27094.961000,1420.400000,8,100,0.001700,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,2;4;6;27;29;47;11;109,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,4,24689.335000,1369.200000,8,100,0.001400,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,3;5;6;28;35;46;11;108,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,5,12537.075000,1509.400000,8,100,0.011600,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,2;5;7;28;35;47;12;92,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,6,12363.683000,1420.500000,8,100,0.007700,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,3;5;7;25;35;47;12;98,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,7,11608.775000,1235.000000,8,100,0.006100,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,2;4;6;24;35;47;12;109,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,8,24616.900000,1244.500000,8,100,0.000200,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,1;5;6;26;35;47;12;102,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,9,12027.657000,1431.800000,8,100,0.002800,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,3;5;6;28;35;47;12;98,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,8,10,13397.416000,1844.700000,8,100,0.003600,0.00000000000000000000,T2;T7;T10;T14;T15;T18;T22;T23,2;5;6;24;35;47;11;102,1;3;6;16;21;27;6;66,3;5;10;28;35;47;12;110
4_ratioDuration,8,9,1,15746.272000,1579.400000,7,100,0.001700,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;44;48;10;99;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,2,8079.401000,1509.400000,7,100,0.000900,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;44;47;10;99;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,3,15285.159000,1332.700000,7,100,0.004700,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;43;48;10;98;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,4,11367.134000,1561.500000,7,100,0.002600,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;44;48;9;97;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,5,14610.664000,1309.900000,7,100,0.000700,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;43;48;9;94;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,6,17001.908000,1319.700000,7,100,0.001100,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;44;48;10;94;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,7,17429.832000,1708.100000,7,100,0.003200,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;44;48;10;99;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,8,16442.241000,1305.900000,7,100,0.002600,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;45;48;10;99;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,9,18151.089000,1506.200000,7,100,0.003000,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;44;48;9;99;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,8,9,10,11711.633000,1504.000000,7,100,0.009600,0.00000000000000000000,T8;T9;T12;T14;T15;T17;T20;T23,19;4;7;44;47;10;99;11,11;3;6;35;28;6;59;6,19;7;12;59;48;12;99;12
4_ratioDuration,9,0,1,16214.728000,1223.600000,6,100,0.000900,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;29;4;25;4;293;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,2,16264.206000,1205.300000,6,100,0.000400,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;4;11;29;4;25;3;292;203,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,3,13754.655000,1607.700000,7,100,0.001500,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;29;4;25;4;296;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,4,7687.927000,1273.000000,4,100,0.003500,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;29;4;25;4;304;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,5,27142.548000,1384.800000,8,100,0.002600,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;28;4;24;4;294;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,6,21279.404000,1254.500000,7,100,0.005500,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;29;3;25;4;301;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,7,9099.014000,1658.800000,7,100,0.000300,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;29;4;25;4;284;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,8,24732.431000,1261.200000,8,100,0.001100,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;28;3;25;3;292;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,9,25182.566000,1401.400000,8,100,0.000400,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;29;4;24;4;285;207,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,0,10,11556.651000,1198.600000,5,100,0.002500,0.00000000000000000000,T2;T7;T8;T9;T11;T17;T21;T23;T24,3;5;12;29;4;25;4;302;196,1;3;10;17;2;15;2;239;124,3;7;18;29;4;25;4;399;208
4_ratioDuration,9,1,1,13346.438000,1112.700000,9,100,0.001700,0.00000000000000000000,T2;T3;T7;T8;T11;T14;T16;T17;T18,5;13;11;23;7;364;19;86;63,3;8;6;14;4;219;12;59;38,5;14;12;24;8;365;20;99;64
4_ratioDuration,9,1,2,15374.369000,1370.000000,9,100,0.003700,0.00000000000000000000,T2;T3;T7;T8;T11;T14;T16;T17;T18,3;13;12;23;8;364;15;73;57,3;8;6;14;4;219;12;59;38,5;14;12;24;8;365;20;99;64
