Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T22,T23,T24
25,19199.500000,1,0.041800,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
26,19153.089000,1,0.046600,1.229162e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8373,56,200000
27,19015.954000,1,0.057200,1.231951e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8392,56,200000
28,18627.295000,1,0.032400,1.229602e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8376,56,200000
29,18391.255000,1,0.020800,1.226813e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8357,56,200000
30,19066.917000,1,0.037700,1.229749e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8377,56,200000
31,19238.717000,1,0.057800,1.231804e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8391,56,200000
32,19248.273000,1,0.066600,1.231804e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8391,56,200000
33,19200.586000,1,0.049800,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
34,19282.307000,1,0.053000,1.230923e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8385,56,200000
35,19320.698000,1,0.060700,1.232391e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8395,56,200000
36,19296.136000,1,0.044900,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
37,18988.627000,1,0.036000,1.229896e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8378,56,200000
38,18371.185000,1,0.053700,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
39,18136.084000,1,0.033700,1.228428e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8368,56,200000
40,18870.632000,1,0.057400,1.231511e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8389,56,200000
41,18932.699000,1,0.053600,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
42,18952.914000,1,0.043400,1.229455e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8375,56,200000
43,18953.008000,1,0.060500,1.231364e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8388,56,200000
44,19041.258000,1,0.046100,1.230483e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8382,56,200000
45,19086.974000,1,0.044400,1.230777e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8384,56,200000
46,18938.952000,1,0.034900,1.229896e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8378,56,200000
47,18876.361000,1,0.033700,1.229162e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8373,56,200000
48,18421.691000,1,0.042600,1.230189e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8380,56,200000
49,18441.730000,1,0.062800,1.230630e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8383,56,200000
50,18633.110000,1,0.041900,1.230043e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8379,56,200000
