Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T22,T23,T24
26,732.000000,23,0.000000,8.231812e-78,3,6,5,2,21,11,21,11,21,21,6,6,5,4,3,151,6,5,11,11,6285,56,71376
27,738.000000,23,0.000000,1.105991e-77,2,6,5,2,21,11,21,10,21,21,6,6,6,4,3,151,6,6,11,9,4432,56,190389
28,727.000000,23,0.000000,9.820879e-78,3,6,5,2,21,10,21,11,20,21,6,6,6,4,3,151,6,6,11,10,7762,55,160885
29,730.000000,23,0.000000,1.298258e-77,3,5,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,10,10,8301,56,99435
30,725.000000,23,0.000000,1.629212e-77,3,6,5,2,21,11,21,10,21,21,5,6,6,4,3,151,6,6,11,11,7922,56,112074
31,752.000000,23,0.000000,1.223565e-77,3,6,5,2,21,11,21,10,21,21,6,6,6,4,3,151,6,6,11,6,6598,56,176854
32,725.000000,23,0.000000,7.158516e-78,3,6,5,2,21,11,21,11,21,21,6,6,6,4,2,151,5,6,11,8,8152,56,83745
33,740.000000,23,0.000000,1.109824e-77,2,6,5,2,21,11,21,11,21,21,6,6,6,3,3,151,5,6,11,11,6553,56,184589
34,738.000000,23,0.000000,7.221001e-78,3,5,5,2,21,11,20,11,21,21,6,5,6,4,3,151,6,6,11,10,6339,56,144849
35,740.000000,23,0.000000,1.096580e-77,3,5,5,2,21,11,20,11,21,21,6,6,6,4,3,151,6,6,11,9,5523,56,151480
36,738.000000,23,0.000000,1.071229e-77,3,6,5,2,20,11,21,11,21,21,6,5,6,4,3,151,5,6,11,10,7641,56,178267
37,776.000000,23,0.000000,9.563985e-78,2,6,5,2,21,11,21,11,21,21,6,6,5,4,3,150,6,6,11,10,7664,56,158680
38,744.000000,23,0.000000,1.074850e-77,3,6,5,2,21,11,21,11,21,21,6,6,5,3,3,151,6,6,10,9,8358,56,196230
39,749.000000,23,0.000000,1.231246e-77,3,6,4,2,21,11,20,11,21,21,6,6,6,4,3,151,6,6,11,11,4981,56,134707
40,736.000000,23,0.000000,1.051066e-77,3,6,5,1,20,11,21,11,21,21,6,6,6,4,3,151,6,6,10,11,7303,56,156863
41,736.000000,23,0.000000,1.247720e-77,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,5,6,11,7,6629,56,119668
42,727.000000,23,0.000000,9.497606e-78,3,6,5,2,21,11,21,11,21,21,5,6,6,4,2,151,6,6,10,9,7978,56,181652
43,732.000000,23,0.000000,1.115001e-77,3,6,5,2,21,11,21,11,21,21,6,5,6,4,2,151,6,6,11,10,5343,56,132678
44,732.000000,23,0.000000,1.196779e-77,2,6,4,2,21,11,21,11,21,21,6,6,6,4,3,151,6,5,11,11,6528,56,199814
45,743.000000,23,0.000000,1.388761e-77,3,6,5,1,21,11,21,11,21,21,6,6,6,3,3,151,6,6,11,9,7666,56,138213
46,713.000000,23,0.000000,1.151632e-77,2,6,5,2,21,11,21,11,21,20,6,5,6,4,3,151,6,6,11,11,6801,56,184558
47,748.000000,23,0.000000,9.383535e-78,3,6,5,2,21,11,21,11,21,21,5,6,5,4,3,151,6,6,11,10,4980,56,119797
48,742.000000,23,0.000000,1.379397e-77,3,6,5,2,21,10,21,11,21,20,6,6,6,4,3,151,6,6,11,9,5453,56,192994
49,734.000000,23,0.000000,3.048313e-77,3,6,5,2,21,11,21,11,21,21,6,6,6,4,2,151,6,6,11,11,5329,56,155864
50,740.000000,23,0.000000,9.707184e-78,2,6,5,2,21,11,20,11,21,21,6,6,6,3,3,151,6,6,11,10,8064,56,153067
