Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T22,T23,T24
24,716.000000,23,0.000000,1.061256e-77,2,5,5,2,20,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,5791,56,199737
25,735.000000,23,0.000000,1.609107e-77,3,6,5,2,21,11,21,11,21,21,6,6,6,3,3,151,6,6,11,10,2595,56,197118
26,719.000000,23,0.000000,1.043577e-77,2,6,5,2,21,10,21,11,21,21,6,6,6,3,3,151,6,6,11,10,6865,56,193296
27,758.000000,23,0.000000,1.653778e-77,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,5,5,11,10,8227,56,127804
28,721.000000,23,0.000000,1.771138e-77,3,6,5,1,21,10,21,11,21,21,6,6,6,4,3,151,6,6,11,10,6552,56,171865
29,768.000000,23,0.000000,9.271183e-78,2,5,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,5,11,10,7691,56,153282
30,726.000000,23,0.000000,1.692670e-77,3,6,5,2,20,11,21,11,21,21,6,6,6,4,3,151,6,6,10,11,7679,56,120124
31,748.000000,23,0.000000,1.305486e-77,3,6,5,1,21,10,21,11,21,21,6,6,6,4,3,150,6,6,11,11,7948,56,179022
32,754.000000,23,0.000000,1.888134e-77,3,6,5,1,21,11,21,11,21,21,6,6,6,4,3,150,6,6,11,10,8396,56,142978
33,750.000000,23,0.000000,2.788676e-77,3,6,5,2,21,11,21,11,21,21,6,6,6,3,3,151,6,6,11,10,4974,56,178226
34,781.000000,23,0.000000,1.707487e-77,3,6,4,2,20,11,21,11,21,21,6,6,6,4,3,151,6,6,11,10,6138,56,176864
35,739.000000,23,0.000000,1.037830e-77,2,6,5,2,21,11,21,11,20,21,6,6,6,3,3,151,6,6,11,10,6686,56,197378
36,743.000000,23,0.000000,1.163624e-77,3,6,5,1,21,11,21,11,21,21,6,6,6,4,2,151,6,6,11,11,6392,55,198412
37,752.000000,23,0.000000,9.772347e-78,2,6,5,2,21,11,20,11,21,21,6,6,6,4,3,151,6,6,11,8,7406,56,125839
38,744.000000,23,0.000000,2.542973e-77,3,5,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,10,4067,56,198768
39,745.000000,23,0.000000,1.144097e-77,3,6,5,2,21,11,21,11,21,20,5,6,6,4,3,151,6,6,11,11,6784,56,91905
40,765.000000,23,0.000000,1.007482e-77,3,6,5,1,21,11,21,11,21,21,6,6,5,4,3,151,6,6,11,11,6376,55,172219
41,727.000000,23,0.000000,1.475969e-77,3,5,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,10,11,5403,56,148869
42,749.000000,23,0.000000,2.187958e-77,3,6,5,2,21,11,21,11,20,21,6,6,6,4,2,151,6,6,11,11,7522,56,158514
43,729.000000,23,0.000000,8.958776e-78,3,6,4,2,21,11,21,11,21,21,6,5,5,4,3,151,6,6,11,9,7818,56,174853
44,728.000000,23,0.000000,1.402671e-77,3,6,5,2,21,11,21,11,21,20,5,6,6,4,3,151,6,6,11,9,8276,56,129308
45,727.000000,23,0.000000,4.258074e-77,2,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,6573,56,176515
46,741.000000,23,0.000000,2.272066e-77,3,6,5,2,20,11,21,11,21,20,6,6,6,4,3,151,6,6,11,11,7264,56,170454
47,741.000000,23,0.000000,9.769485e-78,3,6,5,2,21,11,21,11,20,21,6,6,6,4,3,150,6,6,10,11,7471,56,142523
48,730.000000,23,0.000000,7.313215e-78,3,5,5,2,20,11,21,10,21,21,6,6,6,4,3,151,6,6,11,11,4476,56,178078
49,740.000000,23,0.000000,8.121463e-78,2,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,5,11,11,2416,56,183189
50,725.000000,23,0.000000,1.860896e-77,3,5,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,5,11,11,7909,56,128222
