Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T22,T23,T24
18,20625.432000,1,0.029700,1.228868e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8371,56,200000
19,20591.624000,1,0.025900,1.227987e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8365,56,200000
20,20530.241000,1,0.039200,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
21,19113.891000,1,0.038300,1.229602e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8376,56,200000
22,19025.251000,1,0.028000,1.229602e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8376,56,200000
23,19221.757000,1,0.038000,1.229896e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8378,56,200000
24,18943.527000,1,0.046400,1.230189e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8380,56,200000
25,19046.584000,1,0.048400,1.230777e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8384,56,200000
26,19003.205000,1,0.066000,1.231951e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8392,56,200000
27,18978.139000,1,0.062000,1.232832e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8398,56,200000
28,18588.263000,1,0.031500,1.229015e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8372,56,200000
29,18307.396000,1,0.050700,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
30,18824.263000,1,0.049200,1.232391e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8395,56,200000
31,19360.757000,1,0.052000,1.230777e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8384,56,200000
32,19115.616000,1,0.039600,1.231070e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8386,56,200000
33,19286.975000,1,0.039800,1.229015e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8372,56,200000
34,19201.036000,1,0.043800,1.231217e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8387,56,200000
35,19137.379000,1,0.047900,1.230630e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8383,56,200000
36,19264.283000,1,0.051000,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
37,19102.135000,1,0.045000,1.231364e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8388,56,200000
38,19002.964000,1,0.049800,1.230336e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8381,56,200000
39,18860.522000,1,0.046900,1.229602e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8376,56,200000
40,18772.248000,1,0.061200,1.231070e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8386,56,200000
41,19562.994000,1,0.050300,1.231951e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8392,56,200000
42,19634.531000,1,0.035400,1.230483e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8382,56,200000
43,19550.970000,1,0.067500,1.231951e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8392,56,200000
44,19585.993000,1,0.049100,1.231951e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8392,56,200000
45,19533.304000,1,0.037400,1.229015e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8372,56,200000
46,19676.765000,1,0.056600,1.232538e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8396,56,200000
47,19570.520000,1,0.060900,1.230777e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8384,56,200000
48,19550.204000,1,0.050700,1.231364e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8388,56,200000
49,19289.442000,1,0.032700,1.229602e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8376,56,200000
50,19313.975000,1,0.039300,1.229749e-76,3,6,5,2,21,11,21,11,21,21,6,6,6,4,3,151,6,6,11,11,8377,56,200000
