Run,ExecutionTime(s),nTerms,Probability,BestSize,T1,T3,T5,T6,T9,T10,T11,T12,T13,T15,T17,T19,T20,T21,T22,T23
20,136.000000,16,0.000000,1.628196e-48,55,14,187,11,39,6,240,287,71,343,1613,144,9,20,267,54
21,141.000000,16,0.000000,7.078803e-49,55,14,186,10,38,5,242,348,72,295,1611,138,9,16,270,64
22,135.000000,16,0.000000,7.078803e-49,55,14,186,10,38,5,242,348,72,295,1611,138,9,16,270,64
23,133.000000,16,0.000000,7.078803e-49,55,14,186,10,38,5,242,348,72,295,1611,138,9,16,270,64
24,136.000000,16,0.000000,8.436005e-49,55,15,186,13,40,6,239,256,72,298,1596,143,9,20,269,62
25,133.000000,16,0.000000,7.078803e-49,55,14,186,10,38,5,242,348,72,295,1611,138,9,16,270,64
26,134.000000,16,0.000000,7.154611e-49,53,13,188,14,40,5,241,450,70,280,1605,137,7,20,267,54
27,135.000000,16,0.000000,9.533299e-49,53,15,177,14,42,4,239,347,66,343,1612,137,8,22,266,58
28,137.000000,16,0.000000,1.366742e-48,56,14,184,13,41,4,235,401,70,371,1602,144,6,22,267,61
29,132.000000,16,0.000000,1.362087e-48,54,13,185,14,42,6,236,275,71,311,1614,142,9,19,269,61
30,130.000000,16,0.000000,2.071524e-48,55,14,180,13,39,5,239,397,71,335,1609,144,6,21,266,59
31,146.000000,16,0.000000,7.561467e-49,56,11,181,14,39,3,241,292,71,285,1599,141,10,21,269,64
32,144.000000,16,0.000000,2.163352e-48,55,14,184,14,41,3,239,287,65,480,1612,140,9,20,269,59
33,145.000000,16,0.000000,1.101151e-48,56,12,183,12,39,6,239,316,66,416,1602,140,10,18,270,55
34,142.000000,16,0.000000,1.566749e-48,56,11,179,12,42,6,240,322,72,337,1604,139,8,20,265,64
35,141.000000,16,0.000000,1.023974e-48,56,13,184,12,41,4,239,286,71,354,1610,141,6,22,270,64
36,143.000000,16,0.000000,4.251256e-48,56,16,181,11,42,4,242,303,69,337,1612,140,9,22,268,59
37,167.000000,16,0.000000,3.129604e-48,56,14,180,14,39,6,242,355,72,300,1610,143,6,20,266,60
38,139.000000,16,0.000000,8.431884e-49,56,11,187,14,37,5,242,412,70,271,1611,138,6,22,269,61
39,146.000000,16,0.000000,1.136645e-48,56,13,180,11,41,5,240,305,72,331,1612,140,7,21,270,57
40,140.000000,16,0.000000,1.388744e-48,55,15,175,12,37,5,240,336,71,344,1605,140,8,20,268,61
41,147.000000,16,0.000000,8.217172e-49,56,15,184,10,38,5,238,286,68,447,1595,141,10,20,270,64
42,130.000000,16,0.000000,1.091768e-48,55,13,180,12,40,5,239,313,72,344,1608,138,10,20,267,54
43,135.000000,16,0.000000,1.091768e-48,55,13,180,12,40,5,239,313,72,344,1608,138,10,20,267,54
44,134.000000,16,0.000000,1.666470e-48,56,12,184,13,40,6,241,363,71,307,1604,142,8,20,260,56
45,136.000000,16,0.000000,7.489538e-49,56,15,178,14,39,3,241,260,68,472,1614,143,7,21,261,64
46,134.000000,16,0.000000,7.480150e-49,54,12,175,14,39,5,239,365,65,344,1607,144,8,21,265,57
47,130.000000,16,0.000000,2.311605e-48,56,13,174,14,41,5,242,436,72,281,1611,135,7,22,270,58
48,133.000000,16,0.000000,5.683337e-49,55,11,186,14,39,6,237,359,66,336,1607,141,9,18,269,53
49,132.000000,16,0.000000,1.945293e-48,55,14,185,14,40,2,241,341,72,316,1596,142,9,22,268,60
50,131.000000,16,0.000000,2.914096e-48,56,12,180,14,40,4,241,367,72,283,1614,140,9,17,269,62
